"id","region","travel_time","income","income_parent1","income_parent2","medicine"
77,2,3.46305982916115,0,0,0,"Yes"
78,3,1.49872347822993,0,76.9849716158354,70.0268896624424,"No"
79,1,1.58401242322778,79.8649338412719,0,63.9955457935426,"No"
80,3,3.36316445570734,52.5642537517908,36.6377313537101,0,"No"
81,0,0,93.1764504086515,55.3973260053067,41.4110593279656,"No"
82,1,1.72608304481848,133.150080740522,57.3471493635088,29.9950409385823,"Yes"
83,5,3.22678892728542,39.3197302332524,40.2860051034662,16.8591976892622,"No"
84,1,2.57304291840764,100.493274992899,23.6535567686189,45.2636543450256,"Yes"
85,0,0.762127912522927,126.017451619615,87.9222408722731,65.6437071746075,"Yes"
86,4,1.88428241046553,78.4010640495422,72.3234882354554,27.4596481730297,"No"
87,2,0.873822959230784,133.654710059807,0,35.7054532385893,"Yes"
88,3,1.57261133130439,87.429741791236,53.988903148235,28.292895219393,"No"
89,7,3.00027692780915,0,34.0796136894001,60.3398587250358,"No"
90,2,2.05242667304804,77.9676700340524,58.6474746313826,53.0840606296342,"No"
91,4,1.47448503678511,40.2140093675893,38.5807982670685,32.2630880781872,"Yes"
92,2,1.05288640261666,81.0384570406301,0,59.1497315382805,"No"
93,4,1.54197713371513,66.3162545908189,0,0,"No"
94,1,0.550240698960481,98.482455426069,0,0,"Yes"
95,12,4.51392857150204,56.1478925410708,13.0934209236851,20.1478048978083,"Yes"
96,5,2.01845661355299,70.4875594074514,46.2856796150165,48.9021742531242,"Yes"
97,1,0.444525036131598,112.534493828458,78.8838323231495,34.2533690718675,"Yes"
98,1,1.58443783096592,123.849130687636,31.1033801658095,61.9790092041588,"Yes"
99,1,1.4851632778512,103.319151990118,27.5676852491617,0,"Yes"
100,1,0.461130318031495,117.371694863051,57.0899849872207,36.6832551466087,"No"
101,3,1.84238131006056,97.9760791788247,27.3472703107152,37.8207931654524,"No"
102,6,2.51533896175072,0,37.1661053797117,20.3456656188292,"Yes"
103,4,1.60705749359865,104.400834973308,39.4046064689676,48.0026477737689,"No"
104,2,1.29372207476479,80.1298652335572,0,69.3612039682078,"No"
105,1,0.252359316255501,0,0,83.3242242112151,"No"
106,1,0.829454637095979,122.518672550763,32.7418655260414,46.4319361886348,"Yes"
107,1,0.787782934086987,169.26673412107,32.5229668910841,32.5909960214135,"Yes"
108,2,2.54031365033725,73.4605079998777,40.5331480189442,21.1652359180606,"Yes"
109,5,1.90804215151649,79.6571966234356,72.3234916518615,25.9191205138433,"No"
110,2,2.47410527021863,117.924520926654,39.0972334127067,0,"No"
111,8,3.53386692817859,34.8109158483362,15.8139186982307,15.1307117881572,"No"
112,4,2.02820028929787,79.5015478021481,69.8448860790286,23.9535098668766,"No"
113,1,0.443939066066084,105.643138887153,71.0235559135484,40.7427928715967,"No"
114,4,1.28865029742891,103.762796282466,42.1859177497662,0,"No"
115,0,0.135106845127955,60.4272988508159,93.5245493872939,70.7754598401499,"No"
116,1,0.628999839992305,66.6235058776642,0,0,"Yes"
117,0,0.73954846067145,-9999999,69.9679129994232,38.4696225306404,"No"
118,5,2.46070233177052,105.703644917543,47.9689414720931,31.3031755424286,"Yes"
119,2,0.829381944818927,0,67.0387981523623,72.4998753664101,"Yes"
120,5,2.51794908517637,77.9792222558852,66.6377631846551,30.9298299119118,"No"
121,5,1.78870619350889,85.9044007784716,51.4114986907176,30.2784493364894,"No"
122,5,2.46507641594584,110.67472446173,46.5379280091895,0,"Yes"
123,0,1.2219469835287,0,105.12121622385,29.2785376742944,"No"
124,0,0.789746212958675,149.594746157282,67.8147584109327,31.9922744484428,"Yes"
125,2,2.61675618100835,88.1874768832922,30.1185558774389,20.2807441686912,"Yes"
126,0,0.359034937759578,180.066150330701,89.4458555842639,70.8038604445009,"Yes"
127,4,2.62848676335945,106.926860699905,33.7875918371757,23.2744701553075,"Yes"
128,3,1.7964578518106,81.7938067188016,0,60.2330100651006,"No"
129,2,1.58636743688787,114.429727022671,54.100535208619,29.6775545944334,"No"
130,4,3.23558280842738,43.3558493889835,68.2214445336168,15.2779262522609,"Yes"
131,4,3.55636702679378,51.376810113004,29.5204384846285,28.4144964745857,"No"
132,5,2.97455830687042,111.641308977078,42.2408565520673,40.3422410974603,"Yes"
133,4,1.46228383606048,87.4260324061504,56.9212702422086,71.3323111275496,"No"
134,2,0.859005221978801,0,60.9267127487923,0,"No"
135,5,4.69343320084034,41.3356101128569,22.4587743263946,6.58811951319987,"No"
136,4,2.64024364716388,0,30.7860736003318,38.0310075122099,"Yes"
137,1,0.513494320231709,151.223006673199,65.8518254093029,77.9915514547236,"Yes"
138,0,2.31156607129906,107.030919404883,0,0,"Yes"
139,0,1.53773974559029,76.6608963120117,69.7140157279106,43.5058314336951,"No"
140,1,0.439704000692732,116.704778233607,55.0780777432682,0,"No"
141,0,0.800575076961139,95.1488932208177,0,0,"No"
142,1,0.970862900047025,125.280603314804,0,32.4537869958257,"Yes"
143,0,2.07384062229994,58.5801691245987,0,0,"No"
144,5,2.98657279776582,34.3418812736969,26.9032027800229,19.3618188129438,"No"
145,0,2.05872120309131,96.4409266195114,62.4867385444993,0,"Yes"
146,5,2.31358475657034,115.1311349578,44.9800047873721,0,"Yes"
147,3,1.6158093569806,-9999999,26.8010388652083,0,"No"
148,3,1.99358972203406,106.911076391554,57.3752043378277,24.6914755764737,"No"
149,0,0,95.9644807779318,0,53.1011143600444,"Yes"
150,0,0.829007518321079,144.599971952821,85.1490186062234,91.5339631821683,"Yes"
151,7,2.43434218011901,92.6076105809302,53.7540100568407,0,"Yes"
152,4,1.75882733014227,139.555637492,88.9878896323196,41.0044322143676,"Yes"
153,3,0.870785320457207,120.047511588583,0,47.3218214642602,"Yes"
154,2,3.59802654789795,0,12.4671655959385,0,"Yes"
155,0,1.06069502686354,125.877411905274,59.3596809766703,0,"Yes"
156,1,2.22460434827366,94.9031318109966,35.2183757486916,37.6465585709274,"No"
157,6,2.40210306349564,92.862666565222,0,56.2147380961325,"No"
158,1,1.91193749198515,0,48.0588949211274,51.4957945053374,"No"
159,1,3.04719434645524,53.7256917395437,24.2841834705987,0,"No"
160,6,2.15261625116269,111.264318439657,49.4423745732798,25.3981966309891,"Yes"
161,2,2.33418051579125,96.4352712712075,57.9074017122112,44.8344413436357,"Yes"
162,1,2.25195139891404,109.655909681409,45.8335695748116,0,"No"
163,1,0.364606798577091,113.687355731738,72.5914868951141,38.3074334980008,"No"
164,1,0.610575334320444,112.297770475942,0,0,"Yes"
165,7,2.53632702683117,106.521227404901,0,0,"Yes"
166,6,2.67153319717253,37.0008499101227,41.7054136713903,39.0602557853934,"No"
167,9,3.84517805432772,27.1194585696627,10.9720558396573,10.2579243584533,"No"
168,1,3.55430800620403,74.7689364847786,30.3481048230362,0,"No"
169,0,0.518368112699602,113.845982917602,70.7219575853946,53.8706913010497,"Yes"
170,1,2.08522492271751,140.093789530713,35.8768478991862,38.8932047628739,"Yes"
171,3,2.86839438200721,63.0576743903856,30.3863006487869,0,"No"
172,1,0.616115840156879,108.331804741943,82.0918189192536,70.8036285418109,"No"
173,2,2.28183407129225,68.4458682154507,36.3129239720305,43.1580422809099,"No"
174,4,2.2141305618246,55.3871959088442,0,22.1569053703145,"Yes"
175,0,1.75959907778436,154.547513408156,0,55.5120630555599,"Yes"
176,4,1.38444141807535,114.38716779664,41.6878068635711,60.2172113452225,"Yes"
177,2,2.63013903973353,28.4385017107782,57.2318594472949,0,"No"
178,1,2.78296794505184,83.1619909209127,84.8090469681179,39.7327540263832,"No"
179,0,0.15154900714713,74.7150714754933,0,80.0591798761485,"No"
180,2,0.901313899903574,90.4710917292158,67.5468271813534,30.9316037167426,"No"
181,2,1.65976008112134,111.394492959274,52.2756310954801,57.7804372684215,"No"
182,9,3.77202809528397,106.015722345762,0,11.4958279264444,"No"
183,4,1.75995207479159,69.7779567401531,0,54.3236176575819,"No"
184,1,2.01822752276222,130.441790986564,37.4279817026171,50.9737694526887,"Yes"
185,2,2.72815245566448,84.8260231877706,41.7138293849961,48.2401524762186,"Yes"
186,0,1.28389669983933,125.348303506383,37.9790041435294,56.7885765311946,"Yes"
187,4,2.26845088590627,72.6155199945147,37.1275584260191,35.8110103217924,"No"
188,2,2.23924484324039,92.783564272249,53.0021935064414,0,"Yes"
189,2,1.56507254538997,54.2694762218885,66.2479666996356,27.1619379332342,"Yes"
190,6,2.3437803116416,111.673392232805,44.5702165227123,42.5859935248544,"Yes"
191,3,2.18749807080308,72.1821800048985,0,54.6755760372201,"No"
192,1,1.64442295324472,0,0,60.8194219309218,"No"
193,6,2.59038778667077,35.7315850075533,55.8895612386411,48.3657659873357,"No"
194,5,2.35498296700863,116.298755495598,52.5581495204499,21.7711562498141,"Yes"
195,3,1.19604619366391,112.188762438224,160.265799385034,29.2002040066092,"No"
196,5,3.14082106759467,96.6378990983872,0,16.2873863204985,"No"
197,6,4.31335228171987,33.0256941440567,9.1395259487456,16.224595369475,"Yes"
198,5,1.61413699500843,128.936496832788,64.141677771511,47.0697055137545,"Yes"
199,9,3.10621037277104,81.6330822668586,28.5043969132619,0,"Yes"
200,1,1.90015298638352,107.102010766067,0,64.476875395546,"Yes"
201,4,2.46296884591707,65.9028544886782,48.744103690165,34.6590638722854,"No"
202,2,2.64722290191289,111.471800083999,28.4884066831107,30.2185885880643,"No"
203,6,3.86638272043369,104.658320550193,21.7631786148866,0,"Yes"
204,4,2.32418219451515,94.0102429525153,0,24.338286516446,"No"
205,3,1.47980621828976,155.499177232772,58.2027441289354,0,"Yes"
206,3,1.59690539011321,75.9063491090401,57.8687046271092,26.2029106879841,"No"
207,4,1.49826738440863,120.731741102808,63.1443868822581,42.2533812493126,"Yes"
208,3,1.48971900606879,0,48.867584198298,0,"Yes"
209,2,2.34565747671672,62.0835827730394,48.1318125085809,0,"No"
210,3,3.76267782521667,64.9198878732569,33.1483801566957,12.5297919466747,"No"
211,0,0.622588597188487,111.315385802552,35.2159077980106,67.4648129687899,"No"
212,1,0.585748144298043,147.314042318604,65.1035646056643,66.5794190230599,"Yes"
213,3,2.12226427778483,79.2421289899054,45.5694616988208,23.1744976241644,"No"
214,2,2.03792642692322,105.559235526931,50.4370682246601,54.4430181534232,"No"
215,2,1.08217129386255,120.648022928133,74.5641393653273,0,"Yes"
216,0,0.777670996328575,124.400160035142,0,31.385064381499,"Yes"
217,6,3.2313576649871,82.6859381141482,29.8419624527107,14.7125261059011,"No"
218,1,0.442471010527759,104.448779880025,78.4109692219597,0,"Yes"
219,1,-2.02392171930466,86.6731950853772,0,58.7102710949705,"No"
220,4,1.8684332597438,77.1920864117295,73.5471665767644,38.6907051693007,"No"
221,3,2.56183408985456,54.6768303104003,0,23.7311354396515,"No"
222,0,1.94826298359713,68.7435490109939,0,57.5032655611558,"No"
223,0,0.884943267880586,65.5718843976988,82.154963114376,0,"No"
224,1,2.29021061310446,69.7964873391682,61.2095214439549,50.6602501561436,"Yes"
225,7,3.39927196412815,0,29.9780512700979,36.7438447105928,"No"
226,4,2.36737125916077,130.537438887702,43.4024534265254,21.2863067351552,"Yes"
227,3,1.47575991538095,60.3606027708791,52.3313123329066,53.8793348838736,"Yes"
228,4,1.89716619931243,82.5984871251488,57.8881538905847,28.0104689842484,"Yes"
229,2,2.21867431358982,92.5818947781451,59.170662069683,53.3423399660038,"No"
230,1,1.66719839909382,0,44.0145453503229,0,"No"
231,1,1.52608735329441,98.960550607393,58.2268303168971,60.4700461980875,"Yes"
232,6,2.54698484403632,78.0586685830364,22.9542749238186,0,"No"
233,5,3.29452603809898,52.0136772722411,15.359806405865,36.6528218658744,"No"
234,4,1.67933765106153,118.398539164616,87.4835903348621,0,"No"
235,4,2.19899705088274,85.1963011260295,35.4964701690615,51.3397766824383,"No"
236,2,1.26122632728348,107.060132566307,59.351212597796,57.0786762358557,"No"
237,3,1.24097575304707,91.8876742674146,79.5144160763631,48.4246748537527,"No"
238,1,1.94314134835885,58.7003089208284,0,55.1299168977022,"Yes"
239,5,2.00844636205975,0,57.6904358068683,63.662469907572,"No"
240,1,3.49331902534142,48.6012407213638,45.8108341705737,17.4541940412532,"No"
241,1,1.94147655554573,83.1766011753591,73.6591324464694,0,"No"
242,3,1.31834168470203,0,60.8708656473712,42.6776585717549,"No"
243,2,0.871941718002631,77.8677767730547,87.4960646229963,49.7293131857178,"No"
244,1,1.80518990203094,97.1933250712735,99.0128163972989,29.5029580258288,"No"
245,4,2.99966201964236,0,-9999999,19.3009419745002,"No"
246,2,1.25487809969586,115.316347055386,58.774144716342,0,"Yes"
247,0,2.41872917475801,58.5478060074598,0,37.7701599419083,"No"
248,9,3.28887833154333,90.5990789272187,44.4850331035156,0,"Yes"
249,0,1.89069917234193,85.1257464619676,54.8920963622593,0,"No"
250,1,1.31536883844296,62.5531316371274,72.3372368689304,63.7279443431057,"Yes"
251,3,2.23795391130635,75.0332094019665,0,25.597652038808,"No"
252,2,2.6304349501584,166.108907505129,29.5774755197919,34.08844945658,"No"
253,1,1.15498603747823,132.185859152303,60.5055055589048,59.6866628858498,"No"
254,1,2.21664255580413,-9999999,73.7902123692012,35.8047533622209,"No"
255,8,2.95161159013009,81.5144989749754,47.2712641772909,0,"Yes"
256,4,1.45328247691912,73.4815920296992,30.7892099063863,0,"No"
257,1,1.04577909764705,87.9066337161972,0,51.3063181145301,"No"
258,5,1.73077756772402,109.341448141968,43.5346702339281,0,"Yes"
259,2,1.38985472680582,118.595723320236,66.5404496683397,42.9260759844327,"No"
260,2,2.16447174930492,133.544380253721,37.2752288648222,26.3171743149617,"Yes"
261,0,2.3271031243078,125.667535449077,0,26.6026130201985,"No"
262,0,0,114.212248736854,75.6865625782287,0,"Yes"
263,0,4.28618563919284,20.2743326704846,18.3430786604235,14.1296749686675,"No"
264,4,1.82359601165111,0,26.4870932346414,33.5746033513954,"No"
265,3,1.4334484477251,137.933422960371,85.4698152103688,0,"Yes"
266,0,2.44250300651271,104.87495228427,60.3856492941992,24.2843492509077,"No"
267,4,2.30065370702728,110.428522664825,0,21.4786071482453,"Yes"
268,6,2.00331019889819,133.098300698086,49.5390630336023,0,"Yes"
269,0,1.8804516699034,0,0,26.4261994279117,"No"
270,1,1.30288177021408,0,67.2564023609444,66.6253203899901,"No"
271,4,2.44044069649178,106.065715931412,42.7249400791437,20.8561087355487,"No"
272,1,0.528885968892257,87.4078908069196,67.2670400732927,49.8442554767102,"No"
273,1,1.76041385202449,108.319786853537,53.966335571201,45.8796771158726,"Yes"
274,3,0.935498118441496,76.4207004088867,0,30.161924900036,"No"
275,5,1.71103418244486,50.7699923234161,58.9483460102074,39.6771897032272,"No"
276,2,1.12159810822454,150.513322033279,64.5678389523059,57.9191164858031,"Yes"
277,0,0,112.268703310334,53.9474474087419,65.7272326204067,"No"
278,2,3.27070984701921,69.9302799751262,38.9814174696286,0,"No"
279,1,1.70984680781106,74.9413415110283,78.7689857331825,69.4172088364165,"No"
280,1,2.23077347805207,56.5190106744557,24.7772098621175,24.5008094169958,"No"
281,1,0.650668694018989,40.058417188318,0,89.0137175252086,"No"
282,2,-0.973896451294942,97.6475852490182,73.6524486406242,61.2384904978162,"Yes"
283,5,2.20408068928548,76.9056484602526,0,34.2028792797689,"No"
284,1,1.80734346937677,94.4741570332191,70.4127311007784,27.4235108221513,"Yes"
285,0,0,160.022509309251,97.3146686955022,81.1653271551894,"Yes"
286,3,1.10206530714276,102.724809628221,30.1244825220017,69.1139203743442,"No"
287,6,2.50449014110869,112.29018970407,57.0608861279575,0,"No"
288,4,2.05934110229212,0,51.6327838195078,23.0423341529775,"Yes"
289,1,1.60040568523367,0,65.9603198744862,55.3226241689898,"Yes"
290,3,2.56057297748109,124.992676638858,27.7999024614151,46.8418677725208,"Yes"
291,2,1.26378746334109,65.6754110858209,0,64.2341339507336,"No"
292,0,-2.54833502538052,106.215127297162,42.5116376946314,33.0454161421079,"Yes"
293,3,2.96844038005985,40.9659116944827,26.4584448431575,40.1071877186588,"No"
294,1,0.477170984897433,160.760756773654,65.8932636948883,44.0207267960483,"Yes"
295,8,3.0777160973193,105.505743520327,55.1033291134009,29.1908390878927,"No"
296,3,1.9991246180848,67.3744570319556,0,48.4089395526776,"No"
297,1,0.731425774586044,111.932520100604,93.2588154751255,57.5899197607555,"No"
298,1,0.481820613900569,113.674896791709,57.6673338044023,0,"No"
299,1,1.38848788608873,119.053335597225,44.2150513091689,55.2008128995743,"Yes"
300,1,2.03603031557136,88.8049666708909,48.5005404969387,0,"No"
301,6,2.17527348059111,63.4867291559517,66.5933953932483,23.0700618994045,"No"
302,5,1.68995782851388,74.7728918280833,0,25.6007419527305,"No"
303,0,0.341839704173181,0,33.9627973009561,34.3782595935529,"Yes"
304,3,1.46663550836614,87.3369922031804,0,57.173823796697,"No"
305,3,1.33289231228943,74.5998431278901,71.310775366416,29.5966066769814,"No"
306,1,2.46974804714545,101.578900166121,32.3939750993029,20.5207671937523,"No"
307,0,3.31190410154089,90.1664158333187,23.5157108987734,0,"No"
308,4,1.88212218205277,144.109211743501,0,26.5210511337255,"Yes"
309,0,0.115980242602709,146.528399676991,53.5145683514686,82.2242317763233,"Yes"
310,0,1.28447857414016,56.7304327019643,64.771411377919,30.1737153127645,"Yes"
311,2,1.12665216019045,123.350443985871,0,65.3607362442645,"Yes"
312,4,1.89664273903706,98.2086711324011,0,54.7623903263241,"No"
313,5,3.68676087477945,54.0297756786507,50.6267840724271,23.8498446305088,"Yes"
314,4,2.3927362316542,0,61.7587862716474,0,"No"
315,1,2.30738257734261,97.8623445604396,44.7122395897813,22.2058464073275,"No"
316,2,1.66482658627567,108.942319616505,48.1595763899526,28.3372614021259,"Yes"
317,6,2.27526310910548,91.616361907699,49.7660341535747,46.5874161093675,"Yes"
318,0,1.91931884864093,99.2146928563961,48.7270413106044,55.2350983951686,"No"
319,1,2.12187938121746,100.103382941959,38.7928153322763,0,"Yes"
320,0,0.421137654565737,123.34901923467,70.220784094408,51.4083072244351,"No"
321,7,3.23651257608217,45.0419027571188,0,-9999999,"No"
322,4,1.76787731510821,0,0,25.4351392998909,"Yes"
323,1,1.29937153180332,112.958021580684,0,28.804100393785,"No"
324,1,0.725322731830355,128.820772525553,49.6187276860032,62.8683005207849,"No"
325,4,1.84204439749633,135.568892012635,62.9166511478354,0,"Yes"
326,0,1.73803820147597,150.345830878835,55.9697016395376,53.311167350734,"Yes"
327,3,2.32630683344769,0,56.8250614155816,28.059231527908,"No"
328,2,1.9971304676944,0,47.6600270089207,24.0702397837736,"Yes"
329,1,0.711750659610989,41.2123089936251,76.3015937117435,74.9922156666624,"No"
330,1,1.75602977822565,87.2221886622054,54.6957651432195,50.9623911045157,"No"
331,1,1.22309723998421,107.189766812059,45.0120300849754,0,"Yes"
332,4,1.6502793328226,106.287168945851,36.609344305129,63.3968382671341,"No"
333,2,0.987993076065988,100.073076943079,53.1913801060715,49.270682801316,"No"
334,1,0.289651432420417,0,0,73.1731679556063,"No"
335,5,2.09962966638512,89.2994481205098,49.6156100636097,24.142731615117,"Yes"
336,1,0.420553917412538,112.818864947442,0,39.7229602042629,"No"
337,2,1.90070593277781,0,64.420014874406,36.4421289356727,"Yes"
338,1,0.317006823214264,141.484329533867,55.6860153127429,52.7539532584669,"Yes"
339,4,2.90846522975239,70.2525518733688,18.5564101490936,19.1870706297906,"No"
340,1,2.41951632168321,48.3719941527219,72.4525052756867,21.2283775710129,"Yes"
341,2,1.11891835792302,153.246136910432,59.5609979610377,63.5662612584381,"Yes"
342,2,1.23212195743666,129.033380475021,33.4352081333648,45.7906289260817,"Yes"
343,6,2.27492470812889,0,44.2712801068173,43.5434827856593,"No"
344,2,1.54155259401932,43.5777850074181,0,26.426309047818,"No"
345,3,1.66502308692255,135.23196856468,60.1701583718945,82.7073222208009,"No"
346,3,2.78793068454326,73.7575442536444,0,48.544516061085,"No"
347,1,0.370717875902671,164.793954192665,49.3467206402101,55.3438310475096,"Yes"
348,3,1.09776450016295,92.5587609900721,74.3339502285321,0,"Yes"
349,9,3.22650383280278,60.1373226806152,18.0746057724767,26.3389671494844,"No"
350,1,0.377332201744485,103.96281810411,69.9472302347719,72.1271131905426,"No"
351,3,1.03796670938322,124.005451733417,80.0842879640957,0,"No"
352,4,2.88154233154352,96.1503687065728,47.740465981796,40.5714775306117,"Yes"
353,0,0.857159392952885,90.9840365805633,0,31.5661112130485,"No"
354,8,2.69641997523987,56.1293245611354,0,37.8763150386903,"No"
355,0,0.254139673888077,128.761860346197,78.2801153298745,71.3177646871468,"Yes"
356,5,1.52821505628222,116.634580761904,76.9665456259086,39.9121491623209,"Yes"
357,2,4.05735252503636,73.0632652948356,40.0442493355732,9.32268739025129,"Yes"
358,1,1.15752174943133,73.8448465093406,0,29.3697442580577,"No"
359,3,1.64913554473278,45.0528000297938,41.4640480549291,31.6764323174146,"No"
360,0,1.29165313010057,0,0,28.3148053198238,"Yes"
361,2,2.95740510795996,43.7996199037428,54.6577290425333,52.0016755830041,"No"
362,3,1.39643256896246,108.958819025447,75.4990132013937,0,"Yes"
363,7,3.05647010739135,83.0553195660676,34.4345310364825,0,"No"
364,5,1.80266395650387,87.244552286632,0,52.5321022445908,"No"
365,6,2.1589987007526,47.9603242610089,50.4666022411054,27.5111812349773,"No"
366,2,2.16130472284248,88.1835627382366,49.9743976453556,34.7756768118898,"Yes"
367,1,1.35501297504495,84.8849896223859,-9999999,0,"No"
368,4,2.8214047820192,45.7997944461887,43.4161472897815,18.7976545955718,"No"
369,1,4.54914845607514,40.8031719639091,27.9380801143667,15.1246531638502,"No"
370,3,4.58924354207069,57.1778521762086,5.71399781737835,8.09428223514128,"Yes"
371,5,1.8557202764333,127.0065752765,54.8604896551219,25.8665245770236,"Yes"
372,3,-1.68708247085641,47.4826590131562,68.9320606554509,0,"No"
373,1,0.531899683622308,82.1280953227014,34.5327041194295,75.7100595623149,"No"
374,1,0.492624665704862,174.051652645568,72.730281309298,71.9611215752368,"Yes"
375,0,0.060964112169847,144.548035236949,75.3260152722663,52.7527168843938,"No"
376,1,0.287493875182713,116.807131042601,97.7590518573844,0,"Yes"
377,0,1.51917610089427,88.3530284567977,43.333816031211,51.6693237164134,"No"
